CC(C)Nc1ncnc2oc(c3ccc(OCCN4CCCC4)cc3)c(c5ccccc5)c12,C(CN1CCNCC1)Nc2ncnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,CHEMBL247866,CHEMBL247468,[*:1]C(C)C>>[*:1]CCN1CCNCC1,[*:1]Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c21
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cccc(c4)N(C)C)c5ccccc5,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N4CC[C@@H](O)C4)c5ccccc5,CHEMBL373523,CHEMBL221037,[*:1]c1cccc(N(C)C)c1>>[*:1]N1CC[C@@H](O)C1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)N(C)C)c5ccccc5,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)C#N)c5ccccc5,CHEMBL384820,CHEMBL374321,[*:1]c1ccc(N(C)C)cc1>>[*:1]c1ccc(C#N)cc1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)N(C)C)c5ccccc5,COc1ccc(cc1OC)c2cc(N[C@@H](C)c3ccccc3)nc(n2)n4cnc5ccncc45,CHEMBL384820,CHEMBL220483,[*:1]c1ccc(N(C)C)cc1>>[*:1]c1ccc(OC)c(OC)c1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)N(C)C)c5ccccc5,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N(C)C)c4ccccc4,CHEMBL384820,CHEMBL218579,[*:1]c1ccc(N(C)C)cc1>>[*:1]N(C)C,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)N(C)C)c5ccccc5,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N4CC[C@@H](O)C4)c5ccccc5,CHEMBL384820,CHEMBL221037,[*:1]c1ccc(N(C)C)cc1>>[*:1]N1CC[C@@H](O)C1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)C#N)c5ccccc5,COc1ccc(cc1OC)c2cc(N[C@@H](C)c3ccccc3)nc(n2)n4cnc5ccncc45,CHEMBL374321,CHEMBL220483,[*:1]c1ccc(C#N)cc1>>[*:1]c1ccc(OC)c(OC)c1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)C#N)c5ccccc5,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N(C)C)c4ccccc4,CHEMBL374321,CHEMBL218579,[*:1]c1ccc(C#N)cc1>>[*:1]N(C)C,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4ccc(cc4)C#N)c5ccccc5,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N4CC[C@@H](O)C4)c5ccccc5,CHEMBL374321,CHEMBL221037,[*:1]c1ccc(C#N)cc1>>[*:1]N1CC[C@@H](O)C1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
COc1ccc(cc1OC)c2cc(N[C@@H](C)c3ccccc3)nc(n2)n4cnc5ccncc45,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N(C)C)c4ccccc4,CHEMBL220483,CHEMBL218579,[*:1]c1ccc(OC)c(OC)c1>>[*:1]N(C)C,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
COc1ccc(cc1OC)c2cc(N[C@@H](C)c3ccccc3)nc(n2)n4cnc5ccncc45,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N4CC[C@@H](O)C4)c5ccccc5,CHEMBL220483,CHEMBL221037,[*:1]c1ccc(OC)c(OC)c1>>[*:1]N1CC[C@@H](O)C1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N(C)C)c4ccccc4,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)N4CC[C@@H](O)C4)c5ccccc5,CHEMBL218579,CHEMBL221037,[*:1]N(C)C>>[*:1]N1CC[C@@H](O)C1,[*:1]c1cc(N[C@@H](C)c2ccccc2)nc(-n2cnc3ccncc32)n1
CS(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)N5CCC(CC5)N6CCOCC6)nc23,CN1CCN(CC1)C2CCN(CC2)c3cccc(Nc4nc5c(cccn5n4)c6ccc(cc6)S(=O)(=O)C)c3,CHEMBL2062808,CHEMBL2062529,[*:1]N1CCOCC1>>[*:1]N1CCN(C)CC1,[*:1]C1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1
Fc1cc(F)cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)c1,Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)ccn1,CHEMBL3114780,CHEMBL3114774,[*:1]c1cc([*:2])cc(F)c1>>[*:1]c1ccnc([*:2])c1,[*:2]F.[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
COc1cc(Nc2oc3c(cccc3n2)c4cccc(Cl)c4)cc(OC)c1OC,COc1cc(Nc2oc3c(cccc3n2)c4cccc(NS(=O)(=O)C)c4)cc(OC)c1OC,CHEMBL1081291,CHEMBL1081976,[*:1]Cl>>[*:1]NS(C)(=O)=O,[*:1]c1cccc(-c2cccc3nc(Nc4cc(OC)c(OC)c(OC)c4)oc32)c1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL384942,[*:1]CCCN1CCOCC1>>[*:1]CCN1CCCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F,CHEMBL214530,CHEMBL215969,[*:1]CCCN1CCOCC1>>[*:1]C,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(Nc4ccccc4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL215863,[*:1]CCCN1CCOCC1>>[*:1]c1ccccc1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CN1CCC(CC1)Nc2ncc3cc(ccc3n2)c4cc(ccc4C)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL215691,[*:1]CCCN1CCOCC1>>[*:1]C1CCN(C)CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NC4CC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL212181,[*:1]CCCN1CCOCC1>>[*:1]C1CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL213290,[*:1]CCCN1CCOCC1>>[*:1]CCN1CCOCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL214556,[*:1]CCCN1CCOCC1>>[*:1]CCN1CCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F,CHEMBL384942,CHEMBL215969,[*:1]CCN1CCCCC1>>[*:1]C,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(Nc4ccccc4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL384942,CHEMBL215863,[*:1]CCN1CCCCC1>>[*:1]c1ccccc1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CN1CCC(CC1)Nc2ncc3cc(ccc3n2)c4cc(ccc4C)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL384942,CHEMBL215691,[*:1]CCN1CCCCC1>>[*:1]C1CCN(C)CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NC4CC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL384942,CHEMBL212181,[*:1]CCN1CCCCC1>>[*:1]C1CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL384942,CHEMBL213290,[*:1]CCN1CCCCC1>>[*:1]CCN1CCOCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL384942,CHEMBL214556,[*:1]CCN1CCCCC1>>[*:1]CCN1CCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(Nc4ccccc4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215969,CHEMBL215863,[*:1]C>>[*:1]c1ccccc1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F,CN1CCC(CC1)Nc2ncc3cc(ccc3n2)c4cc(ccc4C)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215969,CHEMBL215691,[*:1]C>>[*:1]C1CCN(C)CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NC4CC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215969,CHEMBL212181,[*:1]C>>[*:1]C1CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215969,CHEMBL213290,[*:1]C>>[*:1]CCN1CCOCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215969,CHEMBL214556,[*:1]C>>[*:1]CCN1CCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(Nc4ccccc4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CN1CCC(CC1)Nc2ncc3cc(ccc3n2)c4cc(ccc4C)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215863,CHEMBL215691,[*:1]c1ccccc1>>[*:1]C1CCN(C)CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(Nc4ccccc4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NC4CC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215863,CHEMBL212181,[*:1]c1ccccc1>>[*:1]C1CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(Nc4ccccc4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215863,CHEMBL213290,[*:1]c1ccccc1>>[*:1]CCN1CCOCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(Nc4ccccc4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215863,CHEMBL214556,[*:1]c1ccccc1>>[*:1]CCN1CCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CN1CCC(CC1)Nc2ncc3cc(ccc3n2)c4cc(ccc4C)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NC4CC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215691,CHEMBL212181,[*:1]C1CCN(C)CC1>>[*:1]C1CC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CN1CCC(CC1)Nc2ncc3cc(ccc3n2)c4cc(ccc4C)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215691,CHEMBL213290,[*:1]C1CCN(C)CC1>>[*:1]CCN1CCOCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CN1CCC(CC1)Nc2ncc3cc(ccc3n2)c4cc(ccc4C)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL215691,CHEMBL214556,[*:1]C1CCN(C)CC1>>[*:1]CCN1CCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NC4CC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL212181,CHEMBL213290,[*:1]C1CC1>>[*:1]CCN1CCOCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NC4CC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL212181,CHEMBL214556,[*:1]C1CC1>>[*:1]CCN1CCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL213290,CHEMBL214556,[*:1]CCN1CCOCC1>>[*:1]CCN1CCCC1,[*:1]Nc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C#N,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938653,CHEMBL1938651,[*:1]c1ccc(C([*:2])([*:3])C#N)cc1>>[*:1]c1ccc(C([*:2])([*:3])C)cc1,[*:2]C.[*:3]C.[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C#N,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938653,CHEMBL1938651,[*:1]c1ccc(C([*:2])([*:3])C#N)cc1>>[*:1]c1ccc(C([*:2])([*:3])C)cc1,[*:2]C.[*:3]C.[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C#N,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938653,CHEMBL1938651,[*:1]c1ccc(C([*:2])([*:3])C#N)cc1>>[*:1]c1ccc(C([*:2])([*:3])C)cc1,[*:2]C.[*:3]C.[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C#N,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938653,CHEMBL1938651,[*:1]c1ccc(C([*:2])([*:3])C#N)cc1>>[*:1]c1ccc(C([*:2])([*:3])C)cc1,[*:2]C.[*:3]C.[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
C[C@H](Nc1nc(Nc2ncc(C)s2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,CHEMBL2381977,CHEMBL2381979,[*:1]Nc1ncc(C)s1>>[*:1]Nc1cc(C)[nH]n1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)c(F)c(N2CCOCC2)n1
C[C@H](Nc1nc(Nc2ncc(C)s2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(F)c(n2)N4CCOCC4)n[nH]1,CHEMBL2381977,CHEMBL2381978,[*:1]Nc1ncc(C)s1>>[*:1]Nc1cc(OC)[nH]n1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)c(F)c(N2CCOCC2)n1
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cn4,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(F)c(n2)N4CCOCC4)n[nH]1,CHEMBL2381979,CHEMBL2381978,[*:1]Nc1cc(C)[nH]n1>>[*:1]Nc1cc(OC)[nH]n1,[*:1]c1nc(N[C@@H](C)c2ncc(F)cn2)c(F)c(N2CCOCC2)n1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CN(C)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,CHEMBL583895,CHEMBL569737,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]N(C)C(=O)C1CCCN([*:1])C1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCCN(CCC)c1cc(ncn1)c2c(N)nn3cccnc23,CHEMBL583895,CHEMBL569948,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]CCN([*:1])CCC,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,C[C@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccccc4,CHEMBL583895,CHEMBL576862,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@@H]([*:2])c1ccccc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,COC(=O)C1CCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,CHEMBL583895,CHEMBL571118,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]OC(=O)C1CCN([*:1])C1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCOC(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,CHEMBL583895,CHEMBL571119,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]COC(=O)C1CCCN([*:1])C1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL569966,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]C[C@@H](N[*:1])c1ccc(F)cc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccccc4,CHEMBL583895,CHEMBL568816,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@H]([*:2])c1ccccc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(Cl)cc4,CHEMBL583895,CHEMBL570206,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@H]([*:2])c1ccc(Cl)cc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCN(Cc1ccncc1)c2cc(ncn2)c3c(N)nn4cccnc34,CHEMBL583895,CHEMBL569739,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]CN([*:1])Cc1ccncc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CN(C)C1CCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34,CHEMBL583895,CHEMBL585527,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]N(C)C1CCN([*:1])C1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,C[C@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccccc4,CHEMBL583895,CHEMBL576862,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@@H]([*:2])c1ccccc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(Cl)cc4,CHEMBL583895,CHEMBL570206,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@H]([*:2])c1ccc(Cl)cc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL583895,CHEMBL569966,[*:1]N[C@H]([*:2])c1ccc(F)cc1>>[*:2]C[C@@H](N[*:1])c1ccc(F)cc1,[*:2]C.[*:1]c1cc(-c2c(N)nn3cccnc23)ncn1
