CC(C)Nc1ncnc2oc(c3ccc(OCCN4CCCC4)cc3)c(c5ccccc5)c12,C(CN1CCNCC1)Nc2ncnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,CHEMBL247866,CHEMBL247468,[*:1]C(C)C>>[*:1]CCN1CCNCC1,[*:1]Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c21
CNC(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23,CCN(CC)C(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23,CHEMBL1630785,CHEMBL1630784,[*:1]OCC(=O)NC>>[*:1]OCC(=O)N(CC)CC,[*:1]C[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc32)C1
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938654,CHEMBL1938656,[*:1]NC([*:2])=O>>[*:1]OCCNC([*:2])=O,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938654,CHEMBL1938656,[*:1]NC([*:2])=O>>[*:1]OCCNC([*:2])=O,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938654,CHEMBL1938657,[*:1]NC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938654,CHEMBL1938657,[*:1]NC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938656,CHEMBL1938654,[*:1]OCCNC([*:2])=O>>[*:1]NC([*:2])=O,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938656,CHEMBL1938657,[*:1]OCCNC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938656,CHEMBL1938657,[*:1]OCCNC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938654,CHEMBL1938656,[*:1]NC([*:2])=O>>[*:1]OCCNC([*:2])=O,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938654,CHEMBL1938657,[*:1]NC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938654,CHEMBL1938657,[*:1]NC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938656,CHEMBL1938657,[*:1]OCCNC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
COCCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CN(C)CCNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C,CHEMBL1938656,CHEMBL1938657,[*:1]OCCNC([*:2])=O>>[*:2]C(=O)NCCN([*:1])C,[*:1]C.[*:2]c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc21
Fc1cccc(F)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,Fc1cccc(CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N)c1F,CHEMBL1079523,CHEMBL1080332,[*:1]c1cccc([*:2])c1[*:3]>>[*:2]c1cccc([*:3])c1[*:1],[*:1]F.[*:2]F.[*:3]Cn1c(=O)[nH]c2cnc(-n3cnc4ccc(C#N)cc43)nc21
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL384942,[*:1]CCN1CCOCC1>>[*:1]CN1CCCCC1,[*:1]CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL213290,[*:1]CCN1CCOCC1>>[*:1]CN1CCOCC1,[*:1]CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL214530,CHEMBL214556,[*:1]CCN1CCOCC1>>[*:1]CN1CCCC1,[*:1]CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL384942,CHEMBL213290,[*:1]CN1CCCCC1>>[*:1]CN1CCOCC1,[*:1]CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL384942,CHEMBL214556,[*:1]CN1CCCCC1>>[*:1]CN1CCCC1,[*:1]CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
Cc1ccc(cc1c2ccc3nc(NCCN4CCOCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,Cc1ccc(cc1c2ccc3nc(NCCN4CCCC4)ncc3c2)C(=O)Nc5cccc(c5C)C(F)(F)F,CHEMBL213290,CHEMBL214556,[*:1]CN1CCOCC1>>[*:1]CN1CCCC1,[*:1]CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL569966,[*:1]C[C@H]([*:2])c1ccc(F)cc1>>[*:1]C([*:2])c1ccc(F)cc1,[*:1]CC.[*:2]Nc1cc(-c2c(N)nn3cccnc23)ncn1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL569966,[*:1]C[C@H]([*:2])c1ccc(F)cc1>>[*:1]C([*:2])c1ccc(F)cc1,[*:1]CC.[*:2]Nc1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL584944,[*:1]C([*:2])c1ccc(F)cc1>>[*:1]C[C@H]([*:2])c1ccc(F)cc1,[*:1]CC.[*:2]Nc1cc(-c2c(N)nn3cccnc23)ncn1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL584944,[*:1]C([*:2])c1ccc(F)cc1>>[*:1]C[C@H]([*:2])c1ccc(F)cc1,[*:1]CC.[*:2]Nc1cc(-c2c(N)nn3cccnc23)ncn1
O=C1NC(=O)C(=C1Nc2ccc(OCCCn3ccnc3)cc2)c4c[nH]c5ccccc45,Fc1cc(NCCCOc2ccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)cc2)ccn1,CHEMBL3114769,CHEMBL3114771,[*:1]n1ccnc1>>[*:1]Nc1ccnc(F)c1,[*:1]CCCOc1ccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc1
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CHEMBL1938650,CHEMBL1938649,[*:1]c1ccc(C)cc1>>[*:1]c1ccccc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938650,CHEMBL1938651,[*:1]c1ccc(C)cc1>>[*:1]c1ccc(C(C)(C)C)cc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938650,CHEMBL1938651,[*:1]c1ccc(C)cc1>>[*:1]c1ccc(C(C)(C)C)cc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CHEMBL1938650,CHEMBL1938649,[*:1]c1ccc(C)cc1>>[*:1]c1ccccc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938649,CHEMBL1938651,[*:1]c1ccccc1>>[*:1]c1ccc(C(C)(C)C)cc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CHEMBL1938649,CHEMBL1938651,[*:1]c1ccccc1>>[*:1]c1ccc(C(C)(C)C)cc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CHEMBL1938649,CHEMBL1938650,[*:1]c1ccccc1>>[*:1]c1ccc(C)cc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CHEMBL1938651,CHEMBL1938650,[*:1]c1ccc(C(C)(C)C)cc1>>[*:1]c1ccc(C)cc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CHEMBL1938651,CHEMBL1938649,[*:1]c1ccc(C(C)(C)C)cc1>>[*:1]c1ccccc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CHEMBL1938651,CHEMBL1938650,[*:1]c1ccc(C(C)(C)C)cc1>>[*:1]c1ccc(C)cc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)C(C)(C)C,CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CHEMBL1938651,CHEMBL1938649,[*:1]c1ccc(C(C)(C)C)cc1>>[*:1]c1ccccc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(C)cc3,CNC(=O)c1cnc(N)c2cc(sc12)c3ccccc3,CHEMBL1938650,CHEMBL1938649,[*:1]c1ccc(C)cc1>>[*:1]c1ccccc1,[*:1]c1cc2c(s1)c(C(=O)NC)cnc2N
Cl.CC(C)(CN1CCOCC1)C(=O)c2ccc3ccccc3c2,Cl.CN(C)CCC(=O)c1ccc2ccccc2c1,CHEMBL541100,CHEMBL541346,[*:1]C([*:2])([*:3])CN1CCOCC1>>[*:1]CCN([*:2])[*:3],[*:2]C.[*:3]C.[*:1]C(=O)c1ccc2ccccc2c1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL569966,[*:1]CC>>[*:1]C,[*:1]C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1
CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL584944,CHEMBL569966,[*:1]CC>>[*:1]C,[*:1]C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL584944,[*:1]C>>[*:1]CC,[*:1]C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1
CC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4,CHEMBL569966,CHEMBL584944,[*:1]C>>[*:1]CC,[*:1]C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1
CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C4CC4,CHEMBL2376330,CHEMBL2376337,[*:1]C([*:2])C>>[*:1]C([*:2])C1CC1,[*:1]C.[*:2]NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3F)c1,CHEMBL1288033,CHEMBL1288062,[*:1]c1ccccc1>>[*:1]c1ccccc1F,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)c1,CHEMBL1288033,CHEMBL1287812,[*:1]c1ccccc1>>[*:1]c1c(F)cccc1F,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)C(F)(F)F)c1,CHEMBL1288033,CHEMBL1288063,[*:1]c1ccccc1>>[*:1]c1ccc(C(F)(F)F)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3occc3)c1,CHEMBL1288033,CHEMBL1288094,[*:1]c1ccccc1>>[*:1]c1ccco1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)N(C)C)c1,CHEMBL1288033,CHEMBL1288093,[*:1]c1ccccc1>>[*:1]c1ccc(N(C)C)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)c1,CHEMBL1288062,CHEMBL1287812,[*:1]c1ccccc1F>>[*:1]c1c(F)cccc1F,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)C(F)(F)F)c1,CHEMBL1288062,CHEMBL1288063,[*:1]c1ccccc1F>>[*:1]c1ccc(C(F)(F)F)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3occc3)c1,CHEMBL1288062,CHEMBL1288094,[*:1]c1ccccc1F>>[*:1]c1ccco1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccccc3F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)N(C)C)c1,CHEMBL1288062,CHEMBL1288093,[*:1]c1ccccc1F>>[*:1]c1ccc(N(C)C)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)C(F)(F)F)c1,CHEMBL1287812,CHEMBL1288063,[*:1]c1c(F)cccc1F>>[*:1]c1ccc(C(F)(F)F)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3occc3)c1,CHEMBL1287812,CHEMBL1288094,[*:1]c1c(F)cccc1F>>[*:1]c1ccco1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3c(F)cccc3F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)N(C)C)c1,CHEMBL1287812,CHEMBL1288093,[*:1]c1c(F)cccc1F>>[*:1]c1ccc(N(C)C)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)C(F)(F)F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3occc3)c1,CHEMBL1288063,CHEMBL1288094,[*:1]c1ccc(C(F)(F)F)cc1>>[*:1]c1ccco1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)C(F)(F)F)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)N(C)C)c1,CHEMBL1288063,CHEMBL1288093,[*:1]c1ccc(C(F)(F)F)cc1>>[*:1]c1ccc(N(C)C)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3occc3)c1,CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)N(C)C)c1,CHEMBL1288094,CHEMBL1288093,[*:1]c1ccco1>>[*:1]c1ccc(N(C)C)cc1,[*:1]C(=O)n1nc(Nc2cccc(C(=O)OCC)c2)nc1N
C[C@H](N(C)c1ccnc(n1)n2cnc3ccncc23)c4ccccc4,C[C@H](Nc1ccnc(n1)n2cnc3ccncc23)c4ccccc4,CHEMBL218602,CHEMBL221029,[*:1][C@H](C)N([*:2])[*:3]>>[*:2]NC([*:1])[*:3],[*:3]C.[*:1]c1ccccc1.[*:2]c1ccnc(-n2cnc3ccncc32)n1
C[C@H](N(C)c1ccnc(n1)n2cnc3ccncc23)c4ccccc4,C[C@H](Nc1ccnc(n1)n2cnc3ccncc23)c4ccccc4,CHEMBL218602,CHEMBL221029,[*:1]C([*:2])N([*:3])C>>[*:3]NC([*:1])[*:2],[*:2]C.[*:1]c1ccccc1.[*:3]c1ccnc(-n2cnc3ccncc32)n1
CC(C)N(CCOc1ccc(cc1)c2oc3nccc(NCCN4CCNCC4)c3c2c5ccccc5)C(C)C,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCOCC5)cc4)c(c6ccccc6)c23,CHEMBL239590,CHEMBL240430,[*:1]CCN(C(C)C)C(C)C>>[*:1]CCN1CCOCC1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
CC(C)N(CCOc1ccc(cc1)c2oc3nccc(NCCN4CCNCC4)c3c2c5ccccc5)C(C)C,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,CHEMBL239590,CHEMBL240431,[*:1]CCN(C(C)C)C(C)C>>[*:1]CCN1CCCC1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
CC(C)N(CCOc1ccc(cc1)c2oc3nccc(NCCN4CCNCC4)c3c2c5ccccc5)C(C)C,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,CHEMBL239590,CHEMBL393596,[*:1]CCN(C(C)C)C(C)C>>[*:1]CCN1CCCCC1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
CC(C)N(CCOc1ccc(cc1)c2oc3nccc(NCCN4CCNCC4)c3c2c5ccccc5)C(C)C,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCn5ccnc5)cc4)c(c6ccccc6)c23,CHEMBL239590,CHEMBL240432,[*:1]CCN(C(C)C)C(C)C>>[*:1]CCn1ccnc1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCOCC5)cc4)c(c6ccccc6)c23,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,CHEMBL240430,CHEMBL240431,[*:1]CCN1CCOCC1>>[*:1]CCN1CCCC1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCOCC5)cc4)c(c6ccccc6)c23,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,CHEMBL240430,CHEMBL393596,[*:1]CCN1CCOCC1>>[*:1]CCN1CCCCC1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCOCC5)cc4)c(c6ccccc6)c23,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCn5ccnc5)cc4)c(c6ccccc6)c23,CHEMBL240430,CHEMBL240432,[*:1]CCN1CCOCC1>>[*:1]CCn1ccnc1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,CHEMBL240431,CHEMBL393596,[*:1]CCN1CCCC1>>[*:1]CCN1CCCCC1,[*:1]Oc1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
